lon,lat,name,year,month,drought,enso,PET,P,ET,SM,SM_prev,DS,NDVI
-99.25,32.75,P17,1983,5,NA,0.66,142.2381592,71.69999695,79.45295715,20.1616779,21.72537744,-18,0.516491711
-99.25,32.75,P17,1983,6,NA,0.82,156.8422852,57.88000107,99.50925446,15.19345492,20.1616779,-59,0.442066282
-99.25,32.75,P17,1983,7,NA,0.39,173.650177,13.75,68.99684906,13.24951798,15.19345492,27,0.416112989
-99.25,32.75,P17,1983,8,NA,0.09,165.3599701,37.93000031,54.04721451,10.08780524,13.24951798,17,0.372504592
-99.25,32.75,P17,1983,9,NA,-0.67,129.7496643,10.94999981,26.3230114,12.05140799,10.08780524,-9,0.371772736
-99.25,32.75,P17,1984,1,NA,-0.37,40.55465317,15.35999966,8.32660675,17.55269915,19.62694377,-15,0.344035387
-99.25,32.75,P17,1984,10,NA,-0.2,79.66750336,170.0399933,44.36834335,20.49896568,11.43143103,31,0.398209453
-99.25,32.75,P17,1984,11,NA,-0.66,50.65858841,80.51000214,33.9536171,18.51166487,20.49896568,39,0.43869859
-99.25,32.75,P17,1984,12,NA,-0.62,39.99026489,135.4299927,24.07300186,21.89359963,18.51166487,39,0.425241679
-99.25,32.75,P17,1984,2,NA,-0.54,57.70297623,23.29999924,16.7529068,19.69761997,17.55269915,-17,0.36709407
-99.25,32.75,P17,1984,3,NA,0.02,88.07312012,32.24000168,43.86105728,18.8060075,19.69761997,-13,0.415139884
-99.25,32.75,P17,1984,4,NA,-0.56,117.3508301,23.11000061,49.15309906,14.62494582,18.8060075,18,0.431692719
-99.25,32.75,P17,1984,5,NA,-0.39,155.1604462,16.80999947,41.42559814,11.82816476,14.62494582,-12,0.378841311
-99.25,32.75,P17,1984,6,NA,-0.28,170.0661163,54.49000168,52.88031387,12.72141188,11.82816476,-82,0.328068852
-99.25,32.75,P17,1984,7,NA,-0.2,185.065506,82.77999878,50.18543625,11.4591673,12.72141188,-10,0.328106731
-99.25,32.75,P17,1984,8,NA,-0.31,164.5085907,48.52000046,52.69029236,12.77034879,11.4591673,-24,0.320528626
-99.25,32.75,P17,1984,9,NA,-0.21,119.7756195,45.75,36.75179291,11.43143103,12.77034879,3,0.344939321
-99.25,32.75,P17,1985,1,NA,-0.19,37.92432022,14.09000015,16.4678936,21.86882049,21.89359963,47,0.44690761
-99.25,32.75,P17,1985,10,NA,-0.01,81.19238281,117.5400009,45.65328979,20.55333257,14.35882896,19,0.444587082
-99.25,32.75,P17,1985,11,NA,-0.02,50.97699356,28.87000084,28.85787964,19.20056492,20.55333257,-34,0.433158129
-99.25,32.75,P17,1985,12,NA,-0.21,39.5072403,0.800000012,8.991580009,15.40967375,19.20056492,5,0.408420771
-99.25,32.75,P17,1985,2,NA,-0.95,45.93923187,36.34999847,22.08108902,20.38677633,21.86882049,-54,0.46105966
-99.25,32.75,P17,1985,3,NA,-0.72,81.47184753,75.06999969,55.70392227,22.20081538,20.38677633,63,0.564334333
-99.25,32.75,P17,1985,4,NA,-1.08,114.2121735,55.83000183,76.79155731,16.68157429,22.20081538,0,0.62276566
-99.25,32.75,P17,1985,5,NA,-0.5,146.5454254,113.0199966,96.79840088,15.80731869,16.68157429,17,0.547705114
-99.25,32.75,P17,1985,6,NA,-0.11,160.6523132,102.7300034,113.7304535,16.96524024,15.80731869,1,0.481540799
-99.25,32.75,P17,1985,7,NA,-0.22,177.9133453,58.97000122,98.51525879,12.07681,16.96524024,5,0.482013702
-99.25,32.75,P17,1985,8,NA,-0.64,169.6779938,30.10000038,54.2350235,9.619119018,12.07681,17,0.458275378
-99.25,32.75,P17,1985,9,NA,-0.29,121.7309875,61.11999893,39.02837753,14.35882896,9.619119018,-14,0.470977753
-99.25,32.75,P17,1986,1,NA,-0.73,48.21601868,0.439999998,8.564611435,14.03352469,15.40967375,-42,0.355426192
-99.25,32.75,P17,1986,10,NA,0.3,79.59070587,189.6900024,46.08350372,23.9098832,21.67079002,48,0.44307372
-99.25,32.75,P17,1986,11,NA,1.35,49.05951309,66.94000244,28.86079407,21.3167578,23.9098832,2,0.43516171
-99.25,32.75,P17,1986,12,NA,1.31,35.20775604,63.81000137,14.73179817,27.00235844,21.3167578,38,0.392858386
-99.25,32.75,P17,1986,2,NA,0.26,56.61471558,47.65999985,17.50437546,20.81213593,14.03352469,-9,0.374082595
-99.25,32.75,P17,1986,3,NA,-0.29,93.71708679,37.97999954,43.08864212,17.2820121,20.81213593,-19,0.379547209
-99.25,32.75,P17,1986,4,NA,-0.29,117.3005447,40.59000015,53.73639297,17.91586578,17.2820121,6,0.411776781
-99.25,32.75,P17,1986,5,NA,0.05,141.0913544,115.2900009,65.79194641,19.51411963,17.91586578,38,0.39737758
-99.25,32.75,P17,1986,6,NA,-0.31,156.0724945,125.9599991,116.8949432,NA,19.51411963,24,0.450820982
-99.25,32.75,P17,1986,7,NA,0.2,179.7622986,61.15000153,87.55328369,11.76901758,NA,-47,0.442009449
-99.25,32.75,P17,1986,8,NA,0.59,156.4212341,43.90000153,68.42156219,17.12162048,11.76901758,14,0.368345231
-99.25,32.75,P17,1986,9,NA,0.76,109.4328995,38.13000107,62.47202301,21.67079002,17.12162048,71,0.411868036
-99.25,32.75,P17,1987,1,NA,0.99,40.64597321,27.54999924,14.15476322,23.07989895,27.00235844,-12,0.388413548
-99.25,32.75,P17,1987,10,NA,1.14,94.06698608,3.650000095,32.45827866,NA,NA,-86,0.486022681
-99.25,32.75,P17,1987,11,NA,0.74,55.52126312,45.41999817,15.58668804,NA,NA,-16,0.418190777
-99.25,32.75,P17,1987,12,NA,0.9,40.09994507,85.55000305,8.728490829,18.38214546,NA,19,0.348215729
-99.25,32.75,P17,1987,2,NA,1.42,48.5879097,97.51999664,21.44877815,26.98403597,23.07989895,-3,0.402436554
-99.25,32.75,P17,1987,3,NA,1.71,81.70513153,29.52000046,53.49137878,25.40800869,26.98403597,-2,0.521810949
-99.25,32.75,P17,1987,4,NA,1.84,115.954689,29.54999924,73.7389679,14.78964537,25.40800869,-28,0.580950797
-99.25,32.75,P17,1987,5,NA,1.97,140.4780579,160.2599945,89.67504883,16.24839753,14.78964537,-15,0.567774892
-99.25,32.75,P17,1987,6,NA,2.08,153.45401,114.3000031,119.6039658,15.82223773,16.24839753,47,0.539848685
-99.25,32.75,P17,1987,7,NA,2.1,169.5801086,25.37000084,109.6515579,13.53499889,15.82223773,10,0.538309455
-99.25,32.75,P17,1987,8,NA,1.87,158.7934875,38.61999893,70.1137085,NA,13.53499889,-6,0.503856122
-99.25,32.75,P17,1987,9,NA,1.68,123.7156143,58.13000107,60.2036171,NA,NA,-7,0.517237425
-99.25,32.75,P17,1988,1,NA,0.54,39.94775391,2.890000105,8.116937637,23.06121886,18.38214546,-24,0.333991081
-99.25,32.75,P17,1988,10,NA,-1.86,93.25064087,17.76000023,36.97221756,15.03989249,13.46580982,-6,0.401290417
-99.25,32.75,P17,1988,11,NA,-2.06,61.06090927,1.100000024,13.78355217,15.85771292,15.03989249,-49,0.408510447
-99.25,32.75,P17,1988,12,NA,-1.47,43.42735672,39.22000122,11.70960903,18.72772574,15.85771292,-10,0.376608491
-99.25,32.75,P17,1988,2,NA,0.54,52.58979797,10.17000008,15.20555592,21.75384909,23.06121886,-17,0.334622055
-99.25,32.75,P17,1988,3,NA,0.18,91.42584991,22.87000084,30.5357933,17.76329577,21.75384909,-26,0.389923841
-99.25,32.75,P17,1988,4,NA,-0.31,120.6804504,55.58000183,56.42637253,16.12809449,17.76329577,-42,0.468790621
-99.25,32.75,P17,1988,5,NA,-1.3,146.8331299,62.97000122,81.87480927,14.28937465,16.12809449,-39,0.445003003
-99.25,32.75,P17,1988,6,NA,-1.11,163.9925385,46.97000122,92.22983551,12.72524297,14.28937465,32,0.45134908
-99.25,32.75,P17,1988,7,NA,-1.61,173.4754333,54.33000183,94.78002167,10.3141211,12.72524297,21,0.439712316
-99.25,32.75,P17,1988,8,NA,-1.64,165.515274,24.26000023,56.71634293,11.04543656,10.3141211,41,0.396458238
-99.25,32.75,P17,1988,9,NA,-1.71,127.4104462,64.20999908,55.97488785,13.46580982,11.04543656,29,0.395458996
-99.25,32.75,P17,1989,1,NA,-1.55,43.87982559,26.01000023,14.68303013,19.42346692,18.72772574,-17,0.357581496
-99.25,32.75,P17,1989,10,NA,-0.51,99.37749481,22.11000061,38.32765579,22.71805555,13.19940686,-26,0.437829494
-99.25,32.75,P17,1989,11,NA,0.06,59.58440399,1.179999948,15.42810726,15.52356333,22.71805555,-25,0.428099215
-99.25,32.75,P17,1989,12,NA,0.27,38.31813049,7.869999886,3.15920639,19.2317158,15.52356333,-62,0.371430755
-99.25,32.75,P17,1989,2,NA,-1.23,44.50679016,88.25,19.29312706,25.27951896,19.42346692,17,0.349881113
-99.25,32.75,P17,1989,3,NA,-1.14,87.82167053,38.18000031,44.43730927,18.61123592,25.27951896,-9,0.418441743
-99.25,32.75,P17,1989,4,NA,-1.66,117.4837799,32.83000183,69.88362122,16.73094332,18.61123592,20,0.482492
-99.25,32.75,P17,1989,5,NA,-1.26,146.1635284,107.5500031,77.49164581,13.72476071,16.73094332,11,0.505712628
-99.25,32.75,P17,1989,6,NA,-0.74,158.3692017,198.3500061,116.6605606,11.92419976,13.72476071,42,0.493314385
-99.25,32.75,P17,1989,7,NA,-0.64,178.9012146,44.18000031,110.2069016,9.216475487,11.92419976,15,0.454342604
-99.25,32.75,P17,1989,8,NA,-0.04,156.075592,25.15999985,89.15087891,12.21119538,9.216475487,-1,0.415076137
-99.25,32.75,P17,1989,9,NA,-0.4,124.9582596,128.9700012,56.21974945,13.19940686,12.21119538,12,0.443982065
-99.25,32.75,P17,1990,1,NA,0.15,48.43292999,50.15000153,13.20639229,21.06602937,19.2317158,-1,0.328206837
-99.25,32.75,P17,1990,10,NA,0.17,93.92126465,59.56999969,49.97031021,NA,NA,3,0.497753173
-99.25,32.75,P17,1990,11,NA,0.4,57.14622879,76.90000153,29.15721512,16.69090688,NA,-23,0.437283844
-99.25,32.75,P17,1990,12,NA,0.4,41.66429138,26.17000008,17.052742,19.80977654,16.69090688,-23,0.43348524
-99.25,32.75,P17,1990,2,NA,1.12,57.00294495,99.34999847,26.31635666,24.25819486,21.06602937,25,0.333138764
-99.25,32.75,P17,1990,3,NA,0.61,81.26035309,99.83000183,45.5276947,21.53618336,24.25819486,24,0.416035533
-99.25,32.75,P17,1990,4,NA,0.32,107.363121,159.9799957,69.4278183,16.49389565,21.53618336,49,0.530837357
-99.25,32.75,P17,1990,5,NA,-0.29,141.137558,118.1399994,95.9593811,14.40482736,16.49389565,79,0.530446351
-99.25,32.75,P17,1990,6,NA,0.12,165.571106,17.68000031,98.22737122,12.41080016,14.40482736,-24,0.467296541
-99.25,32.75,P17,1990,7,NA,0.03,168.9570007,100.8199997,77.41513824,10.83880365,12.41080016,-21,0.389803827
-99.25,32.75,P17,1990,8,NA,0.47,157.3332214,99.33000183,92.3983078,NA,10.83880365,36,0.420758367
-99.25,32.75,P17,1990,9,NA,0.55,121.5387344,114.0299988,63.5316391,NA,NA,-3,0.445608944
-99.25,32.75,P17,1991,1,NA,0.12,38.50742722,80.12000275,13.83526802,24.07461554,19.80977654,29,0.333772898
-99.25,32.75,P17,1991,10,NA,1.28,89.98738861,104.5999985,43.42465591,17.45368242,20.93383372,-6,0.509893239
-99.25,32.75,P17,1991,11,NA,1,50.61500168,14.69999981,27.27944374,18.94113719,17.45368242,54,0.446679115
-99.25,32.75,P17,1991,12,NA,1.82,37.52116013,206.5099945,15.37527084,21.41411602,18.94113719,22,0.385992318
-99.25,32.75,P17,1991,2,NA,0.23,56.47068024,8.539999962,20.87511635,22.10839391,24.07461554,-21,0.375460714
-99.25,32.75,P17,1991,3,NA,0.64,91.70612335,19.40999985,47.11132813,15.0864765,22.10839391,-28,0.472468853
-99.25,32.75,P17,1991,4,NA,0.86,118.6572342,37.74000168,62.81665802,NA,15.0864765,-30,0.53628397
-99.25,32.75,P17,1991,5,NA,1.37,143.4221344,75.83999634,86.68480682,13.53836805,NA,-13,0.514208853
-99.25,32.75,P17,1991,6,NA,0.94,158.5449066,205.0299988,115.0320587,19.23043579,13.53836805,7,0.486977071
-99.25,32.75,P17,1991,7,NA,0.71,173.888855,45.63999939,88.65789032,9.720763564,19.23043579,-3,0.455159903
-99.25,32.75,P17,1991,8,NA,0.82,152.1841431,129.7599945,98.47796631,12.72821128,9.720763564,37,0.443263441
-99.25,32.75,P17,1991,9,NA,1.02,109.7323608,119.8099976,70.01979828,20.93383372,12.72821128,18,0.505830169
-99.25,32.75,P17,1992,1,NA,2.12,39.66281509,53.02999878,20.957304,25.1177609,21.41411602,60,0.358125448
-99.25,32.75,P17,1992,10,NA,0.75,97.59590912,22.59000015,34.61346436,14.94949907,17.26340055,-78,0.475846738
-99.25,32.75,P17,1992,11,NA,0.36,52.48086929,86.66000366,23.52902603,18.33718121,14.94949907,-26,0.391130269
-99.25,32.75,P17,1992,12,NA,0.41,39.74932098,64.63999939,13.51927662,19.36018318,18.33718121,47,0.322035998
-99.25,32.75,P17,1992,2,NA,1.51,53.44178772,119.4800034,36.1438179,26.54048204,25.1177609,-6,0.393869877
-99.25,32.75,P17,1992,3,NA,2.22,88.32082367,51.81000137,63.73522186,22.75765836,26.54048204,-8,0.48362729
-99.25,32.75,P17,1992,4,NA,2.05,110.2692719,39.38000107,76.38478088,13.43546808,22.75765836,4,0.59662956
-99.25,32.75,P17,1992,5,NA,1.19,130.9197845,95.52999878,86.58019257,14.58729059,13.43546808,-28,0.568144798
-99.25,32.75,P17,1992,6,NA,1.18,152.8362885,132.3800049,127.7948151,24.11696464,14.58729059,48,0.512117863
-99.25,32.75,P17,1992,7,NA,0.69,169.202774,77.63999939,125.4071579,17.41759181,24.11696464,-5,0.519333243
-99.25,32.75,P17,1992,8,NA,-0.08,151.319519,33.11000061,87.25955963,18.72739345,17.41759181,10,0.502525747
-99.25,32.75,P17,1992,9,NA,-0.02,123.6081848,95.66999817,54.44667816,17.26340055,18.72739345,-9,0.513576567
-99.25,32.75,P17,1993,1,NA,0.59,38.59342194,33.79000092,19.92971992,20.52553445,19.36018318,-11,0.328121841
-99.25,32.75,P17,1993,10,NA,0.96,87.56228638,109.0299988,48.78023529,14.81378973,14.87493664,-13,0.478939593
-99.25,32.75,P17,1993,11,NA,0.24,52.85324097,13.44999981,26.11849976,13.4994626,14.81378973,-26,0.406309485
-99.25,32.75,P17,1993,12,NA,0.12,42.11748886,41.79000092,14.72752953,15.90401828,13.4994626,-16,0.334875464
-99.25,32.75,P17,1993,2,NA,0.74,48.85359573,48.40999985,27.39577484,21.24609053,20.52553445,-1,0.332343102
-99.25,32.75,P17,1993,3,NA,0.81,82.94022369,29.93000031,46.9635582,18.09317321,21.24609053,16,0.404011399
-99.25,32.75,P17,1993,4,NA,1.71,112.2742462,51.38999939,61.9526062,13.50670904,18.09317321,-45,0.502716303
-99.25,32.75,P17,1993,5,NA,1.2,139.5044861,60.47999954,94.46537781,14.57038075,13.50670904,49,0.497845411
-99.25,32.75,P17,1993,6,NA,1.39,158.3421936,102.3000031,101.7413177,14.08603489,14.57038075,-38,0.499346465
-99.25,32.75,P17,1993,7,NA,0.94,177.0731354,2.049999952,78.2506485,12.31517345,14.08603489,6,0.477724522
-99.25,32.75,P17,1993,8,NA,0.92,164.5103302,52.20999908,58.80644989,10.63985601,12.31517345,-34,0.410283923
-99.25,32.75,P17,1993,9,NA,0.65,126.9765625,75.19000244,68.68222809,14.87493664,10.63985601,8,0.465349197
-99.25,32.75,P17,1994,1,NA,0.16,42.51748276,25.80999947,11.8885479,16.46644175,15.90401828,-35,0.333527625
-99.25,32.75,P17,1994,10,NA,1.29,85.84146118,78.97000122,48.32448196,14.8489058,17.12036431,5,0.462312371
-99.25,32.75,P17,1994,11,NA,1.02,52.44434738,95.05999756,34.6085968,18.8627854,14.8489058,40,0.460929006
-99.25,32.75,P17,1994,12,NA,1.33,40.63127518,39.11000061,19.6945858,19.43970025,18.8627854,-34,0.40096572
-99.25,32.75,P17,1994,2,NA,-0.07,53.09424973,36.93999863,25.16648865,16.58162773,16.46644175,-17,0.348723978
-99.25,32.75,P17,1994,3,NA,0.52,90.44577789,7.710000038,37.60531616,14.86896724,16.58162773,1,0.409939677
-99.25,32.75,P17,1994,4,NA,1.1,116.2511063,66.87999725,60.29334259,9.061615914,14.86896724,-4,0.507197559
-99.25,32.75,P17,1994,5,NA,0.89,136.9123688,196.9199982,95.82964325,18.13371032,9.061615914,17,0.579785526
-99.25,32.75,P17,1994,6,NA,0.83,167.0575409,15.09000015,100.7177505,9.853495657,18.13371032,-2,0.546354473
-99.25,32.75,P17,1994,7,NA,1.11,181.2866058,78.41999817,71.32669067,8.746311814,9.853495657,35,0.451419771
-99.25,32.75,P17,1994,8,NA,1.33,163.5481873,17.62999916,64.05374908,11.71138659,8.746311814,-34,0.440188885
-99.25,32.75,P17,1994,9,NA,1.18,121.7543106,49.02999878,69.23131561,17.12036431,11.71138659,7,0.454560488
-99.25,32.75,P17,1995,1,NA,0.84,43.88624191,33.33000183,18.28517723,15.27860165,19.43970025,-9,0.420836717
-99.25,32.75,P17,1995,10,NA,-0.26,96.57447815,24.35000038,52.83367157,10.13634205,17.09577739,-2,0.537241101
-99.25,32.75,P17,1995,11,NA,-0.38,57.77536774,22.12999916,23.53886032,12.03360558,10.13634205,-30,0.436929166
-99.25,32.75,P17,1995,12,NA,0.01,41.31667328,12.40999985,11.15715027,20.76392472,12.03360558,-20,0.368620336
-99.25,32.75,P17,1995,2,NA,0.7,55.00522995,21.26000023,28.32756424,15.80536962,15.27860165,-3,0.412981957
-99.25,32.75,P17,1995,3,NA,0.44,80.59048462,53.36000061,46.82319641,17.64549613,15.80536962,-21,0.465529412
-99.25,32.75,P17,1995,4,NA,0.96,111.7507248,45.65000153,74.18695068,12.11962178,17.64549613,-6,0.549629629
-99.25,32.75,P17,1995,5,NA,0.63,137.3574677,139.3000031,87.73508453,14.76225704,12.11962178,26,0.530192316
-99.25,32.75,P17,1995,6,NA,0.28,157.2753448,90.04000092,118.1941986,13.3370623,14.76225704,-3,0.482101887
-99.25,32.75,P17,1995,7,NA,0,180.9003143,94.08000183,88.32074738,9.749628603,13.3370623,23,0.447571039
-99.25,32.75,P17,1995,8,NA,-0.2,152.7997742,138,107.7060699,15.26805758,9.749628603,54,0.446328342
-99.25,32.75,P17,1995,9,NA,-0.42,116.0940933,131.0700073,67.25861359,17.09577739,15.26805758,-10,0.466309369
-99.25,32.75,P17,1996,1,NA,-0.66,44.02013397,10.31999969,11.49520206,13.67231011,20.76392472,-21,0.345733553
-99.25,32.75,P17,1996,10,NA,-0.28,86.21749878,72.19999695,51.53887939,16.32157713,21.00696713,8,0.540953219
-99.25,32.75,P17,1996,11,NA,-0.03,54.00405502,96.87999725,31.59814072,17.51967371,16.32157713,51,0.467642426
-99.25,32.75,P17,1996,12,NA,-0.48,44.13715363,0,19.66683197,19.62269992,17.51967371,28,0.400501221
-99.25,32.75,P17,1996,2,NA,-0.39,54.50788498,2.49000001,9.267056465,11.53558791,13.67231011,-21,0.332132965
-99.25,32.75,P17,1996,3,NA,-0.52,84.30666351,49.20000076,24.45622253,14.80337828,11.53558791,-27,0.351389527
-99.25,32.75,P17,1996,4,NA,-0.53,111.1776581,65.91999817,66.98091125,13.65717947,14.80337828,4,0.459807813
-99.25,32.75,P17,1996,5,NA,-0.48,148.6355743,63.31999969,72.92749786,13.21059614,13.65717947,-42,0.460145116
-99.25,32.75,P17,1996,6,NA,-0.54,162.7942657,59.70000076,89.94738007,13.52451891,13.21059614,37,0.477107376
-99.25,32.75,P17,1996,7,NA,-0.26,177.6678619,58.15000153,75.82484436,9.893917292,13.52451891,-40,0.415202647
-99.25,32.75,P17,1996,8,NA,-0.35,155.092804,85.94000244,69.74899292,13.36864978,9.893917292,51,0.411983788
-99.25,32.75,P17,1996,9,NA,-0.44,117.0937347,188.6100006,78.97277069,21.00696713,13.36864978,53,0.531315267
-99.25,32.75,P17,1997,1,NA,-0.3,41.55103302,5.239999771,9.663470268,21.09258324,19.62269992,3,0.364512444
-99.25,32.75,P17,1997,10,NA,2.15,87.31754303,68.25,41.13546371,19.87791806,13.39252293,0,0.436856359
-99.25,32.75,P17,1997,11,NA,1.92,51.21112061,30.25,23.26972389,21.46871239,19.87791806,-39,0.400816113
-99.25,32.75,P17,1997,12,NA,1.74,39.29154205,89.56999969,14.4728384,23.54715765,21.46871239,13,0.360310942
-99.25,32.75,P17,1997,2,NA,-0.75,52.58576202,147.8999939,19.85176277,25.01265109,21.09258324,-8,0.350805402
-99.25,32.75,P17,1997,3,NA,0.42,87.03962708,57.22999954,47.80699539,21.21748924,25.01265109,7,0.427634567
-99.25,32.75,P17,1997,4,NA,0.97,105.4750748,94.27999878,65.28248596,17.98965484,21.21748924,-5,0.551456213
-99.25,32.75,P17,1997,5,NA,2.1,142.2632904,56.16999817,94.99873352,16.4382562,17.98965484,-24,0.582906067
-99.25,32.75,P17,1997,6,NA,2.11,158.302063,196.9100037,118.4455872,26.67196691,16.4382562,12,0.517142236
-99.25,32.75,P17,1997,7,NA,1.89,175.7692566,23.07999992,109.9953079,13.15430552,26.67196691,-18,0.528229415
-99.25,32.75,P17,1997,8,NA,2.48,159.0375519,83.36000061,87.94540405,13.50973397,13.15430552,12,0.472276121
-99.25,32.75,P17,1997,9,NA,2.27,122.8527145,9.659999847,49.27023697,13.39252293,13.50973397,-9,0.42185387
-99.25,32.75,P17,1998,1,NA,2.73,46.41853714,52.99000168,22.79168129,26.0343343,23.54715765,-4,0.364392072
-99.25,32.75,P17,1998,10,NA,-1.28,89.28056335,46.11000061,31.31995392,17.10513532,11.60448343,21,0.401146084
-99.25,32.75,P17,1998,11,NA,-1.28,55.52814102,50.04999924,27.21279144,19.50763464,17.10513532,25,0.405022025
-99.25,32.75,P17,1998,12,NA,-1.52,42.74487686,42.83000183,16.79909706,23.65557551,19.50763464,9,0.405360669
-99.25,32.75,P17,1998,2,NA,2.61,55.0907135,41.90000153,26.81757927,25.49358904,26.0343343,25,0.382965714
-99.25,32.75,P17,1998,3,NA,2.46,85.37910461,113.0100021,47.37047577,23.86766523,25.49358904,34,0.46941334
-99.25,32.75,P17,1998,4,NA,1.55,112.3483734,10.98999977,79.38162231,15.12415856,23.86766523,-17,0.549063146
-99.25,32.75,P17,1998,5,NA,0.63,155.2589569,21.38999939,62.11584854,13.22052628,15.12415856,-42,0.519131899
-99.25,32.75,P17,1998,6,NA,-0.95,167.9664764,76.31999969,65.39614105,12.09396049,13.22052628,-43,0.466500103
-99.25,32.75,P17,1998,7,NA,-1.5,182.7606964,51.04999924,70.15087891,11.24181375,12.09396049,-36,0.430374801
-99.25,32.75,P17,1998,8,NA,-1.44,160.7789001,24.59000015,54.85519791,10.1143688,11.24181375,6,0.388790846
-99.25,32.75,P17,1998,9,NA,-1.23,123.9685287,9.270000458,27.58713913,11.60448343,10.1143688,-48,0.379815131
-99.25,32.75,P17,1999,1,NA,-1.7,47.1159668,64.11000061,13.85079193,20.04836053,23.65557551,-21,0.318726987
-99.25,32.75,P17,1999,10,NA,-1.03,87.21699524,43.86000061,32.15630722,14.61489648,10.84994897,-28,0.430922329
-99.25,32.75,P17,1999,11,NA,-1.3,56.75172043,0.059999999,18.90081024,16.79048389,14.61489648,11,0.397865206
-99.25,32.75,P17,1999,12,NA,-1.49,42.93519211,10.57999992,11.19485569,18.56918633,16.79048389,-16,0.376726568
-99.25,32.75,P17,1999,2,NA,-1.22,59.31232834,0,32.77494431,20.92547268,20.04836053,-9,0.366915047
-99.25,32.75,P17,1999,3,NA,-1.04,88.45928192,106.7399979,41.94586182,21.96314335,20.92547268,-23,0.444525003
-99.25,32.75,P17,1999,4,NA,-1.22,115.2591095,77.02999878,84.04031372,16.04415625,21.96314335,27,0.59572196
-99.25,32.75,P17,1999,5,NA,-0.64,148.0677948,65.08999634,85.95556641,13.75687569,16.04415625,15,0.517392516
-99.25,32.75,P17,1999,6,NA,-0.82,158.5843506,134.9199982,109.8330612,14.9907127,13.75687569,37,0.451111525
-99.25,32.75,P17,1999,7,NA,-0.78,177.1201782,14.73999977,98.87142944,10.54827273,14.9907127,11,0.509112179
-99.25,32.75,P17,1999,8,NA,-0.95,162.3378906,16.54999924,42.87235641,8.198372275,10.54827273,-2,0.404298663
-99.25,32.75,P17,1999,9,NA,-0.54,120.7574005,31.12999916,34.5067749,10.84994897,8.198372275,-33,0.420194715
-99.25,32.75,P17,2000,1,NA,-1.26,45.44982529,12.46000004,10.41409206,17.87647158,18.56918633,-5,0.357908428
-99.25,32.75,P17,2000,10,NA,-0.9,86.59934235,68.18000031,35.021492,19.1649124,9.793075174,-4,0.382552624
-99.25,32.75,P17,2000,11,0,-1.4,48.70085144,113.6600037,29.23658752,22.64669538,19.1649124,101,0.409935653
-99.25,32.75,P17,2000,12,0,-0.78,38.53224564,29.65999985,16.83992386,22.00463265,22.64669538,-2,0.414117068
-99.25,32.75,P17,2000,2,NA,-1.75,59.8616066,10.27000046,15.97145748,15.98979384,17.87647158,-21,0.368328869
-99.25,32.75,P17,2000,3,NA,-1.2,92.15667725,46.34999847,32.41720963,17.73071587,15.98979384,0,0.40634644
-99.25,32.75,P17,2000,4,NA,-1.01,113.8262787,39.97999954,36.89116669,13.84696364,17.73071587,11,0.447456539
-99.25,32.75,P17,2000,5,NA,-0.58,146.2497406,42.11999893,56.69860077,11.77181453,13.84696364,-20,0.421704173
-99.25,32.75,P17,2000,6,NA,-0.27,156.4000854,127.5500031,108.1996765,14.49365616,11.77181453,2,0.414793015
-99.25,32.75,P17,2000,7,NA,-0.07,176.6190948,11.10999966,87.27746582,10.85068434,14.49365616,8,0.444279552
-99.25,32.75,P17,2000,8,NA,-0.44,162.6925049,4.199999809,51.48254395,7.571402937,10.85068434,9,0.383096546
-99.25,32.75,P17,2000,9,NA,-0.72,123.4143524,8.579999924,33.89784622,9.793075174,7.571402937,-31,0.386902571
-99.25,32.75,P17,2001,1,0,-0.87,42.75034332,58.49000168,18.31658745,26.98343098,22.00463265,-26,0.39794597
-99.25,32.75,P17,2001,10,NA,0.14,86.24678802,30.88999939,46.22544861,14.18395191,15.27511925,5,0.485939682
-99.25,32.75,P17,2001,11,NA,-0.4,55.55777359,88.27999878,23.17736435,19.19947267,14.18395191,1,0.425241083
-99.25,32.75,P17,2001,12,NA,0.41,43.26792526,26.53000069,18.27937889,22.13430852,19.19947267,59,0.409666896
-99.25,32.75,P17,2001,2,0,-1.15,52.93049622,120.4400024,28.81962776,25.17569959,26.98343098,17,0.448705375
-99.25,32.75,P17,2001,3,0,-0.46,81.8405304,69.68000031,45.87075424,25.20945072,25.17569959,31,0.535163403
-99.25,32.75,P17,2001,4,NA,-0.09,113.4717484,26.14999962,75.88369751,19.13889498,25.20945072,4,0.652114093
-99.25,32.75,P17,2001,5,NA,0.36,149.8895416,67.51000214,88.51239014,16.26361459,19.13889498,-15,0.566545486
-99.25,32.75,P17,2001,6,NA,0.13,162.9292297,25.68000031,85.73292542,12.10086271,16.26361459,-26,0.464125037
-99.25,32.75,P17,2001,7,NA,0.44,180.6707001,7.760000229,57.3572731,10.02403498,12.10086271,-45,0.401643991
-99.25,32.75,P17,2001,8,NA,0.51,159.6799927,46.68999863,58.25525284,11.01634204,10.02403498,33,0.37968877
-99.25,32.75,P17,2001,9,NA,-0.08,119.2110214,88.5,76.57591248,15.27511925,11.01634204,23,0.462661505
-99.25,32.75,P17,2002,1,NA,-0.15,44.48149109,24.82999992,20.09765816,20.25230825,22.13430852,-7,0.384897739
-99.25,32.75,P17,2002,10,NA,1.15,83.58616638,154.8600006,46.34538651,21.5818584,14.79885876,-4,0.466658413
